salary,companySize,district,work_year,company_name,position_name,positionAdvantage
10k-17k,50-150人,朝阳区,应届毕业生,北京量子金服网络科技有限公司,Python软件开发工程师（校招-北京）,六险一金 下午茶 团建
15k-30k,少于15人,海淀区,不限,北京深极智能科技有限公司,python开发（可转强化学习研究员）,"上升空间大,项目创新,团队气氛佳"
15k-25k,15-50人,西城区,1-3年,盛和（北京）资讯科技有限公司,Python算法工程师（初中级）,"高收入,热门领域,发展前景"
20k-30k,2000人以上,海淀区,3-5年,北京市海淀区八维计算机培训学校,Python项目经理,五险一金，寒假，房补，饭补，节日福利
20k-30k,150-500人,朝阳区,1-3年,柔持（北京）科技有限公司,Python后端开发工程师,"交通方便,弹性时间,不加班"
25k-50k,500-2000人,朝阳区,3-5年,亚马逊卓越有限公司,Python Developer,"硅谷文化,产品影响力,团队大牛"
3k-4k,500-2000人,朝阳区,不限,小叶子（北京）科技有限公司,python实习生,"午晚餐,交通补助,弹性工作制"
15k-20k,50-150人,海淀区,1-3年,北京棕榈创想科技有限公司,Python开发工程师（广告产品）,"技术新,高激励,试用期全薪"
15k-25k,150-500人,东城区,3-5年,联通大数据有限公司,Python运维开发工程师,"锻炼思维,能力提升,地铁站旁,扁平化管理"
4k-6k,500-2000人,朝阳区,1年以下,北京粉笔未来科技有限公司,python助教实习生,"一带一帮带,独角兽行业"
10k-15k,2000人以上,海淀区,应届毕业生,北京通力互联技术服务有限公司,后端Python开发,"大牛多,免费早晚餐,免费班车,领导好"
12k-24k,15-50人,通州区,3-5年,北京彩亿达网络科技有限公司,python少儿编程讲师,上升空间巨大
20k-30k,2000人以上,朝阳区,5-10年,北京奇安信科技有限公司,后端开发专家（Python）,"平台成熟,带薪年假,餐贴补助,五险一金"
15k-25k,150-500人,昌平区,3-5年,北京优思安科技有限公司,python中高级讲师,"五险一金,餐补,节日福利,免费班车"
20k-40k,15-50人,朝阳区,3-5年,北京星尘纪元智能科技有限公司,高级后端开发（python),期权
18k-35k,500-2000人,朝阳区,3-5年,北京猎户星空科技有限公司,Python研发工程师（机器学习方向）,前景无限，牛人云集，扁平管理
30k-50k,2000人以上,朝阳区,3-5年,奇虎360科技有限公司,Python高级服务端开发工程师,"扁平化,职位空间大,薪资福利优,团队氛围好"
20k-40k,500-2000人,海淀区,5-10年,北京创源微致软件有限公司,python后端开发工程师,"发展前景,丰厚年终奖,五险一金,良好氛围"
6k-8k,150-500人,朝阳区,1-3年,北京凯奇谷信息技术股份有限公司,游戏研发工程师 （Python）（初级）,给力的团队 领导好 弹性工作 免费吃喝
20k-25k,150-500人,朝阳区,5-10年,北京车势科技有限公司,技术经理（侧重python后端）,五险一金、年底双薪、带薪年假
12k-20k,少于15人,朝阳区,不限,北京数城未来科技有限公司,Python Web开发工程师,补充保险；有竞争力的待遇；
15k-20k,500-2000人,朝阳区,1-3年,北京粉笔未来科技有限公司,编程讲师（python系统班）,"发展空间大,福利待遇大,扁平化管理,年底旅行"
35k-44k,500-2000人,朝阳区,5-10年,飞维美地信息技术（北京）有限公司,Lead Python/Java Engineer,"美资互联网,技术导向,英文环境,硅谷文化"
30k-50k,500-2000人,昌平区,3-5年,北京晟程华科教育科技有限公司,Python讲师,"领导棒,发展空间大,年底分红,扁平管理"
3k-4k,少于15人,海淀区,应届毕业生,北京零点智能科技有限公司,Python实习生,"区块链行业,学习机会,量化交易"
10k-16k,50-150人,朝阳区,1年以下,北京量子金服网络科技有限公司,Python数据开发软件工程师,六险一金 下午茶 团建
15k-25k,2000人以上,海淀区,1-3年,北京中公教育科技股份有限公司,Python研发编辑,"五险一金,年终奖金"
25k-45k,150-500人,朝阳区,5-10年,北京轻宿科技发展有限公司,Python架构师,发展空间大 发挥空间大
15k-30k,2000人以上,海淀区,1-3年,北京高思博乐教育科技股份有限公司,Python教研,带薪年假 节日福利 员工体检
10k-13k,2000人以上,海淀区,1-3年,上海微创软件股份有限公司北京分公司,python开发工程师（nlp方向）,"六险一金,大厂经验,弹性上班,带薪年假"
15k-30k,500-2000人,西城区,3-5年,北京多来点信息技术有限公司,Python测试开发工程师,"五险一金,年终奖金,带薪年假,节日福利"
25k-50k,500-2000人,朝阳区,3-5年,合一信息技术（北京）有限公司,高级Python后端工程师,"大牛多,成长快,专属福利"
20k-25k,50-150人,海淀区,3-5年,北京视野金服信息技术有限公司,python数据处理工程师,期权奖励
15k-20k,15-50人,海淀区,3-5年,北京浩泰思特科技有限公司,Python高级讲师,"五险一金,优秀团队,晋升空间大,办公环境优"
10k-20k,15-50人,海淀区,不限,北京清数科技发展有限公司,大数据Python开发工程师（全职/实习）,数据创新平台、扁平管理、专业性强
15k-25k,50-150人,朝阳区,3-5年,中益善源（北京）科技有限公司,数据平台研发（Python）工程师,"五险一金,餐费补助,弹性工作,补充医疗"
15k-30k,2000人以上,朝阳区,1-3年,拉扎斯网络科技（上海）有限公司,高级python开发（微服务中间件）,中间件 出国团建 带薪假 补充医疗
8k-15k,500-2000人,东城区,3-5年,深圳点猫科技有限公司,Python培训讲师,"弹性,提成多多,五险一金,饭补"
17k-26k,15-50人,东城区,1-3年,北京百观科技有限公司,Python数据与爬虫工程师,"高成长空间,有挑战性,福利待遇好"
20k-30k,2000人以上,海淀区,应届毕业生,北京市海淀区高思超常教育培训学校,编程教师（Python教研方向/信息学竞赛方向）,六险一金 带薪年假 半年调薪
25k-50k,15-50人,海淀区,5-10年,北京易商迅达科技有限公司,985/211-JAVA/Python全栈中高级,"发展潜力大,升值空间大,股权,产业链"
25k-50k,50-150人,海淀区,3-5年,北京网录科技有限公司,高级软件工程师（算法/c++/go/python）,"五险一金,带薪假期,绩效奖金,不打卡"
3k-4k,15-50人,朝阳区,应届毕业生,上海财鲸互联网金融信息服务有限公司,金融分析实习生（会Python优先考虑）,"金融大牛,扁平化管理"
3k-6k,50-150人,朝阳区,应届毕业生,北京量子金服网络科技有限公司,Python金融数据开发（2019年应届）,六险一金 下午茶 团建
15k-25k,500-2000人,西城区,1-3年,北京多来点信息技术有限公司,Python测试工程师（自动化）,五险一金 年终奖金 带薪年假 节日福利
20k-40k,2000人以上,朝阳区,3-5年,北京京东世纪贸易有限公司,devops工程师(Python/Golang),"14薪,弹性工作制"
25k-50k,少于15人,朝阳区,3-5年,北京龙归科技有限公司,python全栈工程师,有激情的初创团队，丰厚的工资与期权
